Common_Genes	group_name
esr1	hsa-mir-874-3p_cisplatin
esr1	hsa-mir-874-3p_palbociclib
cdk9	hsa-mir-874-3p_palbociclib
mapt	hsa-mir-874-3p_cisplatin
esr1	hsa-mir-874-3p_cisplatin
map3k20	hsa-mir-874-3p_sorafenib
esr1	hsa-mir-874-3p_docetaxel
map3k20	hsa-mir-874-3p_sorafenib
mapt	hsa-mir-874-3p_cisplatin
esr1	hsa-mir-874-3p_cisplatin
gnas	hsa-mir-875-3p_cisplatin
ccnd1	hsa-mir-875-3p_cisplatin
ccnd1	hsa-mir-875-3p_doxorubicin
ccnd1	hsa-mir-875-3p_doxorubicin
egfr	hsa-mir-875-5p_cisplatin
egfr	hsa-mir-875-5p_fluorouracil
ccnd1	hsa-mir-876-3p_cisplatin
hsd17b10	hsa-mir-877-3p_cisplatin
fanca	hsa-mir-877-3p_cisplatin
nras	hsa-mir-877-3p_cisplatin
rrm1	hsa-mir-877-3p_cisplatin
clcn6	hsa-mir-877-3p_cisplatin
cbx1	hsa-mir-877-3p_cisplatin
dnmt1	hsa-mir-877-3p_cisplatin
hmgb1	hsa-mir-877-3p_cisplatin
tuba1a	hsa-mir-877-3p_docetaxel
tuba1b	hsa-mir-877-3p_docetaxel
tuba1c	hsa-mir-877-3p_docetaxel
brd4	hsa-mir-877-3p_docetaxel
cdkn1b	hsa-mir-877-5p_doxorubicin
mthfd1	hsa-mir-877-5p_doxorubicin
mthfd1	hsa-mir-877-5p_cisplatin
hspa8	hsa-mir-877-5p_cisplatin
kras	hsa-mir-877-5p_cisplatin
colec10	hsa-mir-877-5p_fluorouracil
tmem167a	hsa-mir-877-5p_fluorouracil
kras	hsa-mir-877-5p_fluorouracil
cdkn1b	hsa-mir-877-5p_doxorubicin
mthfd1	hsa-mir-877-5p_doxorubicin
cdkn1b	hsa-mir-877-5p_vincristine
tubb	hsa-mir-877-5p_vincristine
tubb2b	hsa-mir-877-5p_vincristine
tuba1b	hsa-mir-877-5p_vincristine
actg1	hsa-mir-877-5p_vincristine
kras	hsa-mir-877-5p_oxaliplatin
mthfd1	hsa-mir-877-5p_cisplatin
hspa8	hsa-mir-877-5p_cisplatin
kras	hsa-mir-877-5p_cisplatin
mapk8	hsa-mir-877-5p_platinum
kras	hsa-mir-877-5p_imatinib
kras	hsa-mir-877-5p_oxaliplatin
aurka	hsa-mir-885-3p_paclitaxel
cdk6	hsa-mir-885-3p_fulvestrant
aurka	hsa-mir-885-3p_cisplatin
igf1r	hsa-mir-885-5p_tamoxifen
casp3	hsa-mir-885-5p_cisplatin
cxcl12	hsa-mir-886-3p_rituximab
cxcl12	hsa-mir-886-3p_vincristine
casp3	hsa-mir-888-5p_doxorubicin
abcg2	hsa-mir-889-3p_doxorubicin
map2k1	hsa-mir-889-3p_ceritinib
ccnd1	hsa-mir-891b_doxorubicin
rb1	hsa-mir-892a_trametinib
rb1	hsa-mir-892a_vemurafenib
mapk8	hsa-mir-892b_sorafenib
kras	hsa-mir-892b_sorafenib
kras	hsa-mir-892b_oxaliplatin
kras	hsa-mir-892b_oxaliplatin
ccnd1	hsa-mir-892b_doxorubicin
mapk8	hsa-mir-892b_platinum
mecp2	hsa-mir-892b_cisplatin
ccnd1	hsa-mir-892b_cisplatin
kras	hsa-mir-892b_cisplatin
cxcr4	hsa-mir-9-3p_cisplatin
e2f1	hsa-mir-9-3p_cisplatin
tmem43	hsa-mir-9-3p_cisplatin
abcb1	hsa-mir-9-3p_doxorubicin
e2f1	hsa-mir-9-3p_paclitaxel
abcb1	hsa-mir-9-3p_paclitaxel
abcb1	hsa-mir-9-3p_imatinib
nqo2	hsa-mir-9-3p_imatinib
frk	hsa-mir-9-3p_imatinib
abcb1	hsa-mir-9-3p_vemurafenib
mapk1	hsa-mir-9-3p_etoposide
e2f1	hsa-mir-9-3p_etoposide
mapk3	hsa-mir-9-3p_etoposide
igf2	hsa-mir-9-3p_etoposide
abcb1	hsa-mir-9-3p_imatinib
nqo2	hsa-mir-9-3p_imatinib
frk	hsa-mir-9-3p_imatinib
abcb1	hsa-mir-9-3p_rituximab
abcb1	hsa-mir-9-3p_gefitinib
igf2	hsa-mir-9-3p_gefitinib
frk	hsa-mir-9-3p_gefitinib
cxcr4	hsa-mir-9-3p_cisplatin
e2f1	hsa-mir-9-3p_cisplatin
tmem43	hsa-mir-9-3p_cisplatin
cxcr4	hsa-mir-9-3p_cisplatin
e2f1	hsa-mir-9-3p_cisplatin
tmem43	hsa-mir-9-3p_cisplatin
igf2	hsa-mir-9-3p_gemcitabine
abcc1	hsa-mir-9-5p_trail
bcl2	hsa-mir-9-5p_trail
bcl2	hsa-mir-9-5p_doxorubicin
abcc1	hsa-mir-9-5p_doxorubicin
ccnd1	hsa-mir-9-5p_doxorubicin
mthfd1	hsa-mir-9-5p_doxorubicin
abcc1	hsa-mir-9-5p_etoposide
ntrk3	hsa-mir-9-5p_etoposide
bcl2	hsa-mir-9-5p_etoposide
nf1	hsa-mir-9-5p_imatinib
bcl2l11	hsa-mir-9-5p_imatinib
taok1	hsa-mir-9-5p_imatinib
pdgfrb	hsa-mir-9-5p_imatinib
abcc1	hsa-mir-9-5p_daunorubicin
runx1	hsa-mir-9-5p_daunorubicin
hdac4	hsa-mir-9-5p_daunorubicin
cd34	hsa-mir-9-5p_prednisolone
syne2	hsa-mir-9-5p_vincristine
abcc1	hsa-mir-9-5p_vincristine
bcl2	hsa-mir-9-5p_vincristine
mthfd1	hsa-mir-9-5p_gemcitabine
abcc1	hsa-mir-9-5p_paclitaxel
mmp2	hsa-mir-9-5p_paclitaxel
arhgef10	hsa-mir-9-5p_paclitaxel
bcl2	hsa-mir-9-5p_paclitaxel
sod2	hsa-mir-9-5p_paclitaxel
stmn1	hsa-mir-9-5p_paclitaxel
hdac4	hsa-mir-9-5p_temozolomide
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
abcc1	hsa-mir-9-5p_docetaxel
bcl2	hsa-mir-9-5p_docetaxel
atp7a	hsa-mir-9-5p_docetaxel
mdm4	hsa-mir-9-5p_docetaxel
esr1	hsa-mir-9-5p_docetaxel
hdac4	hsa-mir-9-5p_temozolomide
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
abcc1	hsa-mir-9-5p_paclitaxel
mmp2	hsa-mir-9-5p_paclitaxel
arhgef10	hsa-mir-9-5p_paclitaxel
bcl2	hsa-mir-9-5p_paclitaxel
sod2	hsa-mir-9-5p_paclitaxel
stmn1	hsa-mir-9-5p_paclitaxel
vegfa	hsa-mir-9-5p_dexamethasone
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_doxorubicin
abcc1	hsa-mir-9-5p_doxorubicin
ccnd1	hsa-mir-9-5p_doxorubicin
mthfd1	hsa-mir-9-5p_doxorubicin
nf1	hsa-mir-9-5p_tamoxifen
f2	hsa-mir-9-5p_tamoxifen
ccnd1	hsa-mir-9-5p_tamoxifen
e2f7	hsa-mir-9-5p_tamoxifen
esr1	hsa-mir-9-5p_tamoxifen
hdac4	hsa-mir-9-5p_temozolomide
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_gemcitabine
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
vegfa	hsa-mir-9-5p_sunitinib
pdgfrb	hsa-mir-9-5p_sunitinib
nf1	hsa-mir-9-5p_trametinib
nf1	hsa-mir-9-5p_trametinib
nf1	hsa-mir-9-5p_trametinib
nf1	hsa-mir-9-5p_vemurafenib
nf1	hsa-mir-9-5p_vemurafenib
nf1	hsa-mir-9-5p_vemurafenib
abcc1	hsa-mir-9-5p_daunorubicin
runx1	hsa-mir-9-5p_daunorubicin
hdac4	hsa-mir-9-5p_daunorubicin
hdac4	hsa-mir-9-5p_temozolomide
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
abcc1	hsa-mir-9-5p_etoposide
ntrk3	hsa-mir-9-5p_etoposide
bcl2	hsa-mir-9-5p_etoposide
nf1	hsa-mir-9-5p_imatinib
bcl2l11	hsa-mir-9-5p_imatinib
taok1	hsa-mir-9-5p_imatinib
pdgfrb	hsa-mir-9-5p_imatinib
atp7a	hsa-mir-9-5p_platinum
stmn1	hsa-mir-9-5p_platinum
prkd3	hsa-mir-9-5p_gefitinib
vegfa	hsa-mir-9-5p_regorafenib
pdgfrb	hsa-mir-9-5p_regorafenib
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
prkd3	hsa-mir-9-5p_gefitinib
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
nf1	hsa-mir-9-5p_tamoxifen
f2	hsa-mir-9-5p_tamoxifen
ccnd1	hsa-mir-9-5p_tamoxifen
e2f7	hsa-mir-9-5p_tamoxifen
esr1	hsa-mir-9-5p_tamoxifen
foxo1	hsa-mir-9-5p_fluorouracil
alcam	hsa-mir-9-5p_fluorouracil
ccnd1	hsa-mir-9-5p_fluorouracil
il6	hsa-mir-9-5p_cisplatin
cxcr4	hsa-mir-9-5p_cisplatin
cdk12	hsa-mir-9-5p_cisplatin
bcl2	hsa-mir-9-5p_cisplatin
ccnd1	hsa-mir-9-5p_cisplatin
esr1	hsa-mir-9-5p_cisplatin
mthfd1	hsa-mir-9-5p_cisplatin
hdac4	hsa-mir-9-5p_temozolomide
hdac4	hsa-mir-9-5p_temozolomide
perp	hsa-mir-921_fluorouracil
shmt1	hsa-mir-921_fluorouracil
cbr1	hsa-mir-921_fluorouracil
wee1	hsa-mir-921_gemcitabine
wee1	hsa-mir-921_gemcitabine
wee1	hsa-mir-921_gemcitabine
tp53	hsa-mir-92a-1-5p_sorafenib
pten	hsa-mir-92a-1-5p_sorafenib
tp53	hsa-mir-92a-1-5p_dabrafenib
pten	hsa-mir-92a-1-5p_dabrafenib
tp53	hsa-mir-92a-1-5p_vemurafenib
pten	hsa-mir-92a-1-5p_vemurafenib
pten	hsa-mir-92a-1-5p_paclitaxel
tp53	hsa-mir-92a-1-5p_paclitaxel
tubb	hsa-mir-92a-1-5p_paclitaxel
tp53	hsa-mir-92a-1-5p_oxaliplatin
pten	hsa-mir-92a-1-5p_oxaliplatin
tp53	hsa-mir-92a-1-5p_fluorouracil
pten	hsa-mir-92a-1-5p_fluorouracil
tp53	hsa-mir-92a-1-5p_cisplatin
myc	hsa-mir-92a-1-5p_cisplatin
fas	hsa-mir-92a-1-5p_cisplatin
pten	hsa-mir-92a-1-5p_cisplatin
tp53	hsa-mir-92a-1-5p_cisplatin
myc	hsa-mir-92a-1-5p_cisplatin
fas	hsa-mir-92a-1-5p_cisplatin
pten	hsa-mir-92a-1-5p_cisplatin
tp53	hsa-mir-92a-2-5p_carboplatin
mthfr	hsa-mir-92a-2-5p_carboplatin
fas	hsa-mir-92a-2-5p_cisplatin
mthfr	hsa-mir-92a-2-5p_cisplatin
myc	hsa-mir-92a-2-5p_cisplatin
xrcc5	hsa-mir-92a-2-5p_cisplatin
g6pd	hsa-mir-92a-2-5p_cisplatin
tp53	hsa-mir-92a-2-5p_cisplatin
g6pd	hsa-mir-92a-2-5p_dabrafenib
tp53	hsa-mir-92a-2-5p_dabrafenib
tp53	hsa-mir-92a-2-5p_vemurafenib
g6pd	hsa-mir-92a-2-5p_doxorubicin
kmt2a	hsa-mir-92a-2-5p_doxorubicin
tp53	hsa-mir-92a-2-5p_doxorubicin
camk2a	hsa-mir-92a-2-5p_curcumin
atm	hsa-mir-92a-3p_doxorubicin
gata3	hsa-mir-92a-3p_doxorubicin
cyp2c19	hsa-mir-92a-3p_doxorubicin
faslg	hsa-mir-92a-3p_doxorubicin
ccnd1	hsa-mir-92a-3p_doxorubicin
cbr1	hsa-mir-92a-3p_doxorubicin
atm	hsa-mir-92a-3p_doxorubicin
gata3	hsa-mir-92a-3p_doxorubicin
cyp2c19	hsa-mir-92a-3p_doxorubicin
faslg	hsa-mir-92a-3p_doxorubicin
ccnd1	hsa-mir-92a-3p_doxorubicin
cbr1	hsa-mir-92a-3p_doxorubicin
myc	hsa-mir-92a-3p_verapamil
ldlr	hsa-mir-92a-3p_verapamil
gstp1	hsa-mir-92a-3p_verapamil
hsd17b10	hsa-mir-92a-3p_cisplatin
pten	hsa-mir-92a-3p_cisplatin
kat2a	hsa-mir-92a-3p_cisplatin
gstp1	hsa-mir-92a-3p_cisplatin
faslg	hsa-mir-92a-3p_cisplatin
hspa8	hsa-mir-92a-3p_cisplatin
gabpa	hsa-mir-92a-3p_cisplatin
chek1	hsa-mir-92a-3p_cisplatin
myc	hsa-mir-92a-3p_cisplatin
blmh	hsa-mir-92a-3p_cisplatin
ppard	hsa-mir-92a-3p_cisplatin
dnmt1	hsa-mir-92a-3p_cisplatin
hmgb1	hsa-mir-92a-3p_cisplatin
mdm2	hsa-mir-92a-3p_cisplatin
nras	hsa-mir-92a-3p_cisplatin
ccnd1	hsa-mir-92a-3p_cisplatin
recql	hsa-mir-92a-3p_cisplatin
mecp2	hsa-mir-92a-3p_cisplatin
aurka	hsa-mir-92a-3p_cisplatin
atm	hsa-mir-92a-3p_cisplatin
nf2	hsa-mir-92a-3p_cisplatin
rrm1	hsa-mir-92a-3p_cisplatin
atm	hsa-mir-92a-3p_oxaliplatin
atp7a	hsa-mir-92a-3p_oxaliplatin
gstp1	hsa-mir-92a-3p_oxaliplatin
pten	hsa-mir-92a-3p_oxaliplatin
atm	hsa-mir-92a-3p_fluorouracil
rev3l	hsa-mir-92a-3p_fluorouracil
smad4	hsa-mir-92a-3p_fluorouracil
pten	hsa-mir-92a-3p_fluorouracil
tymp	hsa-mir-92a-3p_fluorouracil
rbx1	hsa-mir-92a-3p_fluorouracil
nras	hsa-mir-92a-3p_fluorouracil
cyp2c19	hsa-mir-92a-3p_fluorouracil
rgs5	hsa-mir-92a-3p_fluorouracil
ccnd1	hsa-mir-92a-3p_fluorouracil
mecp2	hsa-mir-92a-3p_fluorouracil
hbb	hsa-mir-92a-3p_fluorouracil
aurka	hsa-mir-92a-3p_fluorouracil
cbr1	hsa-mir-92a-3p_fluorouracil
atm	hsa-mir-92a-3p_oxaliplatin
atp7a	hsa-mir-92a-3p_oxaliplatin
gstp1	hsa-mir-92a-3p_oxaliplatin
pten	hsa-mir-92a-3p_oxaliplatin
nras	hsa-mir-92a-3p_chemotherapy
nf2	hsa-mir-92a-3p_chemotherapy
pten	hsa-mir-92a-3p_chemotherapy
mapk8	hsa-mir-92a-3p_gefitinib
pten	hsa-mir-92a-3p_gefitinib
irak1	hsa-mir-92a-3p_gefitinib
mapk9	hsa-mir-92a-3p_gefitinib
igf1r	hsa-mir-92a-3p_gefitinib
mknk2	hsa-mir-92a-3p_gefitinib
mink1	hsa-mir-92a-3p_gefitinib
hsd17b10	hsa-mir-92a-3p_cisplatin
pten	hsa-mir-92a-3p_cisplatin
kat2a	hsa-mir-92a-3p_cisplatin
gstp1	hsa-mir-92a-3p_cisplatin
faslg	hsa-mir-92a-3p_cisplatin
hspa8	hsa-mir-92a-3p_cisplatin
gabpa	hsa-mir-92a-3p_cisplatin
chek1	hsa-mir-92a-3p_cisplatin
myc	hsa-mir-92a-3p_cisplatin
blmh	hsa-mir-92a-3p_cisplatin
ppard	hsa-mir-92a-3p_cisplatin
dnmt1	hsa-mir-92a-3p_cisplatin
hmgb1	hsa-mir-92a-3p_cisplatin
mdm2	hsa-mir-92a-3p_cisplatin
nras	hsa-mir-92a-3p_cisplatin
ccnd1	hsa-mir-92a-3p_cisplatin
recql	hsa-mir-92a-3p_cisplatin
mecp2	hsa-mir-92a-3p_cisplatin
aurka	hsa-mir-92a-3p_cisplatin
atm	hsa-mir-92a-3p_cisplatin
nf2	hsa-mir-92a-3p_cisplatin
rrm1	hsa-mir-92a-3p_cisplatin
gata3	hsa-mir-92a-3p_dexamethasone
ubr1	hsa-mir-92a-3p_dexamethasone
gstp1	hsa-mir-92a-3p_dexamethasone
cyp2c19	hsa-mir-92a-3p_dexamethasone
ctla4	hsa-mir-92a-3p_dexamethasone
hspa8	hsa-mir-92a-3p_dexamethasone
actc1	hsa-mir-92a-3p_dexamethasone
pygl	hsa-mir-92a-3p_dexamethasone
baz2b	hsa-mir-92a-3p_tamoxifen
col18a1	hsa-mir-92a-3p_tamoxifen
igf1r	hsa-mir-92a-3p_tamoxifen
ccnd1	hsa-mir-92a-3p_tamoxifen
esr2	hsa-mir-92a-3p_tamoxifen
gapdh	hsa-mir-92a-3p_tamoxifen
aurka	hsa-mir-92a-3p_tamoxifen
atm	hsa-mir-92a-3p_doxorubicin
gata3	hsa-mir-92a-3p_doxorubicin
cyp2c19	hsa-mir-92a-3p_doxorubicin
faslg	hsa-mir-92a-3p_doxorubicin
ccnd1	hsa-mir-92a-3p_doxorubicin
cbr1	hsa-mir-92a-3p_doxorubicin
hsd17b10	hsa-mir-92a-3p_cisplatin
pten	hsa-mir-92a-3p_cisplatin
kat2a	hsa-mir-92a-3p_cisplatin
gstp1	hsa-mir-92a-3p_cisplatin
faslg	hsa-mir-92a-3p_cisplatin
hspa8	hsa-mir-92a-3p_cisplatin
gabpa	hsa-mir-92a-3p_cisplatin
chek1	hsa-mir-92a-3p_cisplatin
myc	hsa-mir-92a-3p_cisplatin
blmh	hsa-mir-92a-3p_cisplatin
ppard	hsa-mir-92a-3p_cisplatin
dnmt1	hsa-mir-92a-3p_cisplatin
hmgb1	hsa-mir-92a-3p_cisplatin
mdm2	hsa-mir-92a-3p_cisplatin
nras	hsa-mir-92a-3p_cisplatin
ccnd1	hsa-mir-92a-3p_cisplatin
recql	hsa-mir-92a-3p_cisplatin
mecp2	hsa-mir-92a-3p_cisplatin
aurka	hsa-mir-92a-3p_cisplatin
atm	hsa-mir-92a-3p_cisplatin
nf2	hsa-mir-92a-3p_cisplatin
rrm1	hsa-mir-92a-3p_cisplatin
atp7a	hsa-mir-92a-3p_platinum
gstp1	hsa-mir-92a-3p_platinum
mapk8	hsa-mir-92a-3p_platinum
hsd17b10	hsa-mir-92a-3p_cisplatin
pten	hsa-mir-92a-3p_cisplatin
kat2a	hsa-mir-92a-3p_cisplatin
gstp1	hsa-mir-92a-3p_cisplatin
faslg	hsa-mir-92a-3p_cisplatin
hspa8	hsa-mir-92a-3p_cisplatin
gabpa	hsa-mir-92a-3p_cisplatin
chek1	hsa-mir-92a-3p_cisplatin
myc	hsa-mir-92a-3p_cisplatin
blmh	hsa-mir-92a-3p_cisplatin
ppard	hsa-mir-92a-3p_cisplatin
dnmt1	hsa-mir-92a-3p_cisplatin
hmgb1	hsa-mir-92a-3p_cisplatin
mdm2	hsa-mir-92a-3p_cisplatin
nras	hsa-mir-92a-3p_cisplatin
ccnd1	hsa-mir-92a-3p_cisplatin
recql	hsa-mir-92a-3p_cisplatin
mecp2	hsa-mir-92a-3p_cisplatin
aurka	hsa-mir-92a-3p_cisplatin
atm	hsa-mir-92a-3p_cisplatin
nf2	hsa-mir-92a-3p_cisplatin
rrm1	hsa-mir-92a-3p_cisplatin
myc	hsa-mir-92a-3p_trail
atm	hsa-mir-92a-3p_oxaliplatin
atp7a	hsa-mir-92a-3p_oxaliplatin
gstp1	hsa-mir-92a-3p_oxaliplatin
pten	hsa-mir-92a-3p_oxaliplatin
atm	hsa-mir-92a-3p_fluorouracil
rev3l	hsa-mir-92a-3p_fluorouracil
smad4	hsa-mir-92a-3p_fluorouracil
pten	hsa-mir-92a-3p_fluorouracil
tymp	hsa-mir-92a-3p_fluorouracil
rbx1	hsa-mir-92a-3p_fluorouracil
nras	hsa-mir-92a-3p_fluorouracil
cyp2c19	hsa-mir-92a-3p_fluorouracil
rgs5	hsa-mir-92a-3p_fluorouracil
ccnd1	hsa-mir-92a-3p_fluorouracil
mecp2	hsa-mir-92a-3p_fluorouracil
hbb	hsa-mir-92a-3p_fluorouracil
aurka	hsa-mir-92a-3p_fluorouracil
cbr1	hsa-mir-92a-3p_fluorouracil
mapk8	hsa-mir-92a-3p_gefitinib
pten	hsa-mir-92a-3p_gefitinib
irak1	hsa-mir-92a-3p_gefitinib
mapk9	hsa-mir-92a-3p_gefitinib
igf1r	hsa-mir-92a-3p_gefitinib
mknk2	hsa-mir-92a-3p_gefitinib
mink1	hsa-mir-92a-3p_gefitinib
gata3	hsa-mir-92a-3p_daunorubicin
cbfb	hsa-mir-92a-3p_daunorubicin
gstp1	hsa-mir-92a-3p_daunorubicin
hdac1	hsa-mir-92a-3p_daunorubicin
hdac2	hsa-mir-92a-3p_daunorubicin
szrd1	hsa-mir-92a-3p_daunorubicin
recql	hsa-mir-92a-3p_daunorubicin
ikzf1	hsa-mir-92a-3p_daunorubicin
npm1	hsa-mir-92a-3p_daunorubicin
cbr1	hsa-mir-92a-3p_daunorubicin
hsd17b10	hsa-mir-92a-3p_cisplatin
pten	hsa-mir-92a-3p_cisplatin
kat2a	hsa-mir-92a-3p_cisplatin
gstp1	hsa-mir-92a-3p_cisplatin
faslg	hsa-mir-92a-3p_cisplatin
hspa8	hsa-mir-92a-3p_cisplatin
gabpa	hsa-mir-92a-3p_cisplatin
chek1	hsa-mir-92a-3p_cisplatin
myc	hsa-mir-92a-3p_cisplatin
blmh	hsa-mir-92a-3p_cisplatin
ppard	hsa-mir-92a-3p_cisplatin
dnmt1	hsa-mir-92a-3p_cisplatin
hmgb1	hsa-mir-92a-3p_cisplatin
mdm2	hsa-mir-92a-3p_cisplatin
nras	hsa-mir-92a-3p_cisplatin
ccnd1	hsa-mir-92a-3p_cisplatin
recql	hsa-mir-92a-3p_cisplatin
mecp2	hsa-mir-92a-3p_cisplatin
aurka	hsa-mir-92a-3p_cisplatin
atm	hsa-mir-92a-3p_cisplatin
nf2	hsa-mir-92a-3p_cisplatin
rrm1	hsa-mir-92a-3p_cisplatin
baz2b	hsa-mir-92a-3p_tamoxifen
col18a1	hsa-mir-92a-3p_tamoxifen
igf1r	hsa-mir-92a-3p_tamoxifen
ccnd1	hsa-mir-92a-3p_tamoxifen
esr2	hsa-mir-92a-3p_tamoxifen
gapdh	hsa-mir-92a-3p_tamoxifen
aurka	hsa-mir-92a-3p_tamoxifen
atm	hsa-mir-92a-3p_paclitaxel
tubb4b	hsa-mir-92a-3p_paclitaxel
chek1	hsa-mir-92a-3p_paclitaxel
aurka	hsa-mir-92a-3p_paclitaxel
pten	hsa-mir-92a-3p_paclitaxel
gstp1	hsa-mir-92a-3p_paclitaxel
tubb3	hsa-mir-92a-3p_paclitaxel
tuba1c	hsa-mir-92a-3p_paclitaxel
tle3	hsa-mir-92a-3p_paclitaxel
rrm1	hsa-mir-92a-3p_paclitaxel
tubb	hsa-mir-92a-3p_paclitaxel
fasn	hsa-mir-92a-3p_paclitaxel
tubb2b	hsa-mir-92a-3p_paclitaxel
eif4ebp1	hsa-mir-92a-3p_paclitaxel
map2k4	hsa-mir-92a-3p_trametinib
atm	hsa-mir-92a-3p_trametinib
cic	hsa-mir-92a-3p_trametinib
rasa1	hsa-mir-92a-3p_trametinib
pten	hsa-mir-92a-3p_trametinib
nras	hsa-mir-92a-3p_trametinib
map2k4	hsa-mir-92a-3p_trametinib
atm	hsa-mir-92a-3p_trametinib
cic	hsa-mir-92a-3p_trametinib
rasa1	hsa-mir-92a-3p_trametinib
pten	hsa-mir-92a-3p_trametinib
nras	hsa-mir-92a-3p_trametinib
pten	hsa-mir-92a-3p_vemurafenib
nras	hsa-mir-92a-3p_vemurafenib
cic	hsa-mir-92a-3p_vemurafenib
tet2	hsa-mir-92a-3p_vemurafenib
pten	hsa-mir-92a-3p_vemurafenib
nras	hsa-mir-92a-3p_vemurafenib
cic	hsa-mir-92a-3p_vemurafenib
tet2	hsa-mir-92a-3p_vemurafenib
atm	hsa-mir-92a-3p_fluorouracil
rev3l	hsa-mir-92a-3p_fluorouracil
smad4	hsa-mir-92a-3p_fluorouracil
pten	hsa-mir-92a-3p_fluorouracil
tymp	hsa-mir-92a-3p_fluorouracil
rbx1	hsa-mir-92a-3p_fluorouracil
nras	hsa-mir-92a-3p_fluorouracil
cyp2c19	hsa-mir-92a-3p_fluorouracil
rgs5	hsa-mir-92a-3p_fluorouracil
