Pubmed,miR_Name,miRBase_name,miR_ID,Drug,CID,Material_1,Material_2,Material_3,Material_4,Condition,Experiment,Level,Effect,Target,Regulation,Year,Reference,Support
25117811,miR-32,hsa-mir-32,MI0000090,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-32,hsa-mir-32,MI0000090,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3200,hsa-mir-3200,MI0014249,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3200,hsa-mir-3200,MI0014249,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-323,hsa-mir-323a,MI0000807,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-323,hsa-mir-323a,MI0000807,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-324,hsa-mir-324,MI0000813,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-324,hsa-mir-324,MI0000813,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-324,hsa-mir-324,MI0000813,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-324,hsa-mir-324,MI0000813,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-328,hsa-mir-328,MI0000804,5-Fluorouracil,3385,-,"Panc1-P vs Panc1-GR, Panc1-P vs Panc1-P(Sp)",-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-328,hsa-mir-328,MI0000804,Gemcitabine,60750,-,"Panc1-P vs Panc1-GR, Panc1-P vs Panc1-P(Sp)",-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-330,hsa-mir-330,MI0000803,5-Fluorouracil,3385,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-330,hsa-mir-330,MI0000803,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-330,hsa-mir-330,MI0000803,Gemcitabine,60750,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-330,hsa-mir-330,MI0000803,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-338,hsa-mir-338,MI0000814,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-338,hsa-mir-338,MI0000814,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-339,hsa-mir-339,MI0000815,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-339,hsa-mir-339,MI0000815,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-33a*,hsa-mir-33a,MI0000091,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-33a*,hsa-mir-33a,MI0000091,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-345,hsa-mir-345,MI0000825,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-345,hsa-mir-345,MI0000825,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-346,hsa-mir-346,MI0000826,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-346,hsa-mir-346,MI0000826,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3607,hsa-mir-3607,MI0015997,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3607,hsa-mir-3607,MI0015997,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-361,hsa-mir-361,MI0000760,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-361,hsa-mir-361,MI0000760,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3619,hsa-mir-3619,MI0016009,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3619,hsa-mir-3619,MI0016009,Gemcitabine,60750,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-362,hsa-mir-362,MI0000762,5-Fluorouracil,3385,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-362,hsa-mir-362,MI0000762,Gemcitabine,60750,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3620,hsa-mir-3620,MI0016011,5-Fluorouracil,3385,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3620,hsa-mir-3620,MI0016011,Gemcitabine,60750,-,Panc1-P vs Panc1-GR,-,-,pancreatic cancer,in vitro,High,Sensitive,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
25117811,miR-3621,hsa-mir-3621,MI0016012,5-Fluorouracil,3385,-,Panc1-P vs Panc1-P(Sp),-,-,pancreatic cancer,in vitro,High,Resistant,-,-,2014,MicroRNA-1246 expression associated with CCNG2-mediated chemoresistance and stemness in pancreatic cancer,"Compared with the Panc1-P cells, the Panc1-GR cells were significantly more resistant to GEM (Figure 1A) and showed significantly more drug resistance to 5-FU at three densities (Supplementary Figure 1A)."
